Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
middle_wrist_fastener,0.0650700000000033,-0.0902500014384841,0.00500000000000045,0,0,0,0.0180265824894944,1.36978170398376E-06,-1.77134294860471E-22,-3.19217618211663E-20,6.29447940200515E-06,1.48230765769503E-21,7.36381806449733E-06,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/middle_wrist_fastener.STL,0.749019607843137,0.749019607843137,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/middle_wrist_fastener.STL,,PLATE 2-1-1,Origin_middle_wrist_fastener,Axis_middle_wrist_fastener,middle_wrist_fastener,fixed,-0.0310000000000152,0,0.00999999999999779,1.7889617221838,1.57079631189374,1.78922028604001,lower_wrist,0,0,0,,,,,,,,,,,,
middle_wrist_rotate,0.0650700000000001,-0.0934209399670716,0.0100000000000001,0,0,0,0.0544006200163533,9.78547159330619E-06,1.23014255527929E-20,-8.17344849645657E-20,2.16942147820842E-05,-3.3881317890172E-21,2.76409822294144E-05,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/middle_wrist_rotate.STL,0,0,0.501960784313725,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/middle_wrist_rotate.STL,,MOTOR 2-1-1,Origin_middle_wrist_rotate,Axis_middle_wrist_rotate,middle_wrist_rotate,fixed,-0.0510000000000153,0,0.009999999999996,1.8200473876846,1.57079630572147,1.82043872432893,lower_wrist,0,0,0,,,,,,,,,,,,
upper_wrist_support,-0.0638496887120203,-0.00169425079540031,0.0273006010626642,0,0,0,0.0555738247179545,2.44431745672034E-05,3.99164276393589E-20,-1.03536168224706E-07,4.43340564974168E-05,-3.42527115552265E-06,2.49701179742996E-05,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/upper_wrist_support.STL,0.749019607843137,0.749019607843137,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/upper_wrist_support.STL,,PLATE 3-1-1;GEAR WITH ARM-1-1,Origin_upper_wrist_support,Axis_upper_wrist_support,upper_wrist_support,fixed,0.00015242058887599,-0.116806017714321,-0.00421487894331463,-1.5707963267949,0.0109990775949471,-3.14159265358979,middle_wrist_rotate,0,0,0,,,,,,,,,,,,
left_upper_gear,0.04560067699187,-0.0403924815910667,0.00150000000000017,0,0,0,0.0033951831813499,4.76330917639785E-07,-7.71923054033505E-08,6.74979379843271E-22,3.13325223592269E-07,1.76685778841327E-21,7.84563366460029E-07,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_upper_gear.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_upper_gear.STL,,GEAR WITH ARM-1-4,Origin_left_upper_gear,Axis_left_upper_gear,left_upper_gear,fixed,-0.00881412206891066,-0.00329999999996133,-0.0084845804053541,-1.57079632679489,-0.207904224454459,-3.14159265358946,upper_wrist_support,0,0,0,,,,,,,,,,,,
left_upper_fastner_support,-0.0296581057404265,-0.0949371627528535,0.00124999999999953,0,0,0,0.000282503805877604,1.20637751745227E-08,2.92812516355629E-09,1.16839261523115E-23,1.49590348728812E-09,-6.38480035314368E-24,1.32654038640217E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_upper_fastner_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_upper_fastner_support.STL,,JOINT 1-1-4,Origin_left_upper_fastner_support,Axis_left_upper_fastner_support,left_upper_fastner_support,fixed,-0.0553979760761215,-0.0642810003731594,0,3.14159265358979,0,-2.03851468926038,left_upper_gear,0,0,0,,,,,,,,,,,,
left_end_effector,-0.0202625950481072,-0.131145813818515,0.00165499999999963,0,0,0,0.000540661599083285,4.67657334114781E-08,1.17755889168048E-08,8.01331218410746E-24,4.69591747119047E-09,6.02420130485885E-23,5.04743937917159E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_end_effector.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_end_effector.STL,,JOINT 2-1-1,Origin_left_end_effector,Axis_left_end_effector,left_end_effector,fixed,-0.0775257933993018,0.00332527875256274,0.00249999999996076,0,0,0.640001266438473,left_upper_fastner_support,0,0,0,,,,,,,,,,,,
right_upper_gear,0.0456006769918698,-0.0403924815910666,0.00149999999999961,0,0,0,0.00339518318134994,4.76330917639795E-07,-7.71923054033513E-08,1.45335633625567E-21,3.13325223592271E-07,-1.01577779221512E-21,7.84563366460041E-07,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_upper_gear.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_upper_gear.STL,,GEAR WITH ARM-1-2,Origin_right_upper_gear,Axis_right_upper_gear,right_upper_gear,fixed,-0.129704760937072,-0.00630000000000874,-0.000510297532895165,-1.5707963267949,-0.0113771448285702,0,upper_wrist_support,0,0,0,,,,,,,,,,,,
right_upper_fastner_support,-0.0296581057404263,-0.0949371627528535,0.00124999999999997,0,0,0,0.000282503805877601,1.20637751745231E-08,2.92812516355628E-09,-2.71935626376808E-23,1.49590348728805E-09,3.34232666259708E-23,1.3265403864022E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_upper_fastner_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_upper_fastner_support.STL,,JOINT 1-1-2,Origin_right_upper_fastner_support,Axis_right_upper_fastner_support,right_upper_fastner_support,fixed,0.0405054460805762,-0.18196135585292,0.003,0,0,-2.83861382166622,right_upper_gear,0,0,0,,,,,,,,,,,,
right_end_effector,-0.020262595048107,-0.131145813818515,0.00165499999999996,0,0,0,0.000540661599083289,4.67657334114785E-08,1.1775588916805E-08,3.10192729707385E-23,4.6959174711906E-09,-6.97933641841617E-23,5.04743937917164E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_end_effector.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_end_effector.STL,,JOINT 2-1-5,Origin_right_end_effector,Axis_right_end_effector,right_end_effector,fixed,-0.113335712168335,-0.172412390067327,0.00249999999997519,0,0,2.59481849305831,right_upper_fastner_support,0,0,0,,,,,,,,,,,,
right_bottom_gear,0.0456006769918698,-0.0403924815910667,0.00149999999999972,0,0,0,0.00339518318134996,4.76330917639799E-07,-7.71923054033523E-08,1.3119084515091E-21,3.13325223592273E-07,-9.13207396258543E-22,7.84563366460048E-07,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_bottom_gear.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_bottom_gear.STL,,GEAR WITH ARM-1-3,Origin_right_bottom_gear,Axis_right_bottom_gear,right_bottom_gear,fixed,-0.129704760937075,0.00499999999999123,-0.000510297532895554,-1.5707963267949,-0.0113771448285702,0,upper_wrist_support,0,0,0,,,,,,,,,,,,
right_bottom_fastener_support,-0.0296581057404263,-0.0949371627528531,0.00704999999999933,0,0,0,0.000282503805877599,1.20637751745226E-08,2.9281251635562E-09,1.24077091882954E-24,1.49590348728804E-09,5.70496128720166E-23,1.32654038640215E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_bottom_fastener_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_bottom_fastener_support.STL,,JOINT 1-1-3,Origin_right_bottom_fastener_support,Axis_right_bottom_fastener_support,right_bottom_fastener_support,fixed,0.0405054460805762,-0.181961355852921,-0.0083000000000002,0,0,-2.83861382166622,right_bottom_gear,0,0,0,,,,,,,,,,,,
left_bottom_gear,0.0456006769918699,-0.0403924815910666,0.00150000000000006,0,0,0,0.0033951831813499,4.76330917639784E-07,-7.71923054033508E-08,6.35274710440725E-22,3.13325223592269E-07,1.73377056391115E-21,7.84563366460028E-07,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_bottom_gear.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_bottom_gear.STL,,GEAR WITH ARM-1-1,Origin_left_bottom_gear,Axis_left_bottom_gear,left_bottom_gear,fixed,-0.00881412206891447,0.00800000000002543,-0.00848458040535421,-1.57079632679489,-0.207904224454458,-3.14159265358946,upper_wrist_support,0,0,0,,,,,,,,,,,,
left_bottom_fastener_support,-0.029658105740427,-0.0949371627528532,0.00704999999999922,0,0,0,0.0002825038058776,1.20637751745227E-08,2.92812516355628E-09,1.71639977104753E-23,1.49590348728805E-09,-5.59380889238985E-23,1.32654038640216E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_bottom_fastener_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_bottom_fastener_support.STL,,JOINT 1-1-1,Origin_left_bottom_fastener_support,Axis_left_bottom_fastener_support,left_bottom_fastener_support,fixed,-0.0553979760761215,-0.0642810003731594,0.0112999999999938,3.14159265358979,0,-2.03851468926038,left_bottom_gear,0,0,0,,,,,,,,,,,,
left_upper_gear_support,-0.0202625950481072,-0.131145813818515,0.00165499999999952,0,0,0,0.000540661599083289,4.67657334114792E-08,1.1775588916805E-08,3.76367178711628E-23,4.6959174711904E-09,-2.39572184910671E-22,5.04743937917168E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_upper_gear_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_upper_gear_support.STL,,JOINT 2-1-4,Origin_left_upper_gear_support,Axis_left_upper_gear_support,left_upper_gear_support,fixed,-0.0926473277587149,-0.00660999999999667,-0.0495971141315421,-1.5707963267949,0.480440571382254,0,upper_wrist_support,0,0,0,,,,,,,,,,,,
right_upper_gear_support,-0.0202625950481073,-0.131145813818515,0.00165499999999963,0,0,0,0.000540661599083279,4.67657334114779E-08,1.17755889168046E-08,1.71639977104753E-23,4.69591747119035E-09,-1.30280946477102E-23,5.04743937917156E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_upper_gear_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_upper_gear_support.STL,,JOINT 2-1-3,Origin_right_upper_gear_support,Axis_right_upper_gear_support,right_upper_gear_support,fixed,-0.0626613606702598,-0.00329999999998654,-0.0539090591676911,-1.5707963267949,0.265597870322012,-3.14159265358946,upper_wrist_support,0,0,0,,,,,,,,,,,,
right_bottom_gear_support,-0.0202625950481072,-0.131145813818515,0.00165499999999985,0,0,0,0.000540661599083291,4.67657334114783E-08,1.17755889168051E-08,9.92616735063633E-24,4.69591747119052E-09,-1.71329784375046E-22,5.04743937917162E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_bottom_gear_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/right_bottom_gear_support.STL,,JOINT 2-1-2,Origin_right_bottom_gear_support,Axis_right_bottom_gear_support,right_bottom_gear_support,fixed,-0.0626613606702637,0.00831000000001358,-0.0539090591676908,-1.5707963267949,0.265597870322012,-3.14159265358945,upper_wrist_support,0,0,0,,,,,,,,,,,,
left_bottom_gear_support,-0.0202625950481072,-0.131145813818515,0.00165499999999952,0,0,0,0.000540661599083295,4.67657334114804E-08,1.17755889168052E-08,-1.50960461790928E-23,4.69591747119062E-09,-8.87151206963122E-23,5.04743937917182E-08,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_bottom_gear_support.STL,1,1,0,1,0,0,0,0,0,0,package://RoboticArmUrdf/meshes/left_bottom_gear_support.STL,,JOINT 2-1-6,Origin_left_bottom_gear_support,Axis_left_bottom_gear_support,left_bottom_gear_support,fixed,-0.0926473277587188,0.00500000000000334,-0.0495971141315417,-1.5707963267949,0.480440571382254,0,upper_wrist_support,0,0,0,,,,,,,,,,,,
